,GRAD,INICIAIS,POSTO,HORÁRIO,LOTAÇÃO,SECRETÁRIA,HORAS_TRABALHADAS
129,GCM,FBDN,RONDAC (PATRULHEIRO),"08 Ã€S 08h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
130,GCM,JMDAS,RONDAC (PATRULHEIRO),"08 Ã€S 08h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
131,GCM,JPALDS,RONDAC (CHEFE),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
132,GCM,GRDS,RONDAC (CHEFE),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
133,GCM,NHCN,RONDAC (MOTORISTA),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
134,GCM,LDAAF,RONDAC (MOTORISTA),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
135,GCM,RDASC,RONDAC (PATRULHEIRO),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
136,GCM,GFS,RONDAC (CHEFE),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
137,GCM,RDAR,RONDAC (CHEFE),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
138,GCM,JRHDN,RONDAC (MOTORISTA),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
139,GCM,AJDS,RONDAC (MOTORISTA),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
140,GCM,AJDS,RONDAC (PATRULHEIRO),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
141,GCM,RFDRF,RONDAC (PATRULHEIRO),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
142,GCM,RDB,RONDAC (CHEFE),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
143,GCM,LDSDS,RONDAC (CHEFE),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
144,GCM,JVGCDS,RONDAC (MOTORISTA),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
145,GCM,RSDA,RONDAC (MOTORISTA),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
146,GCM,WCDS,RONDAC (PATRULHEIRO),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
147,GCM,SHSDC,RONDAC (PATRULHEIRO),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
148,SI,JDSO,RONDAC (CHEFE),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
149,GCM,LLDS,RONDAC (CHEFE),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
150,GCM,ICB,RONDAC (MOTORISTA),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
151,GCM,RADSS,RONDAC (MOTORISTA),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
152,GCM,CRCL,RONDAC (PATRULHEIRO),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
153,GCM,PRDAM,RONDAC (CHEFE),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
154,GCM,AWSDS,RONDAC (CHEFE),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
155,GCM,JADM,RONDAC (MOTORISTA),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
156,GCM,DRP,RONDAC (MOTORISTA),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
157,GCM,APDC,RONDAC (PATRULHEIRO),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
158,GCM,RFDL,RONDAC (CHEFE),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
159,GCM,THPMS,RONDAC (CHEFE),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
160,GCM,DGDS,RONDAC (MOTORISTA),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
161,GCM,TBNDF,RONDAC (MOTORISTA),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
162,GCM,CDBVN,RONDAC (PATRULHEIRO),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
163,GCM,OLDSF,RONDAC (PATRULHEIRO),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
164,GCM,ALDS,BASE DO G.T.O.,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
165,GCM,ADSA,G.T.O. (CHEFE),"06 Ã€S 06h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
166,GCM,SSBDM,G.T.O. (CHEFE),"06 Ã€S 06h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
167,GCM,EGDN,G.T.O. (MOTORISTA),"06 Ã€S 06h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
168,GCM,KRFDAM,G.T.O. (MOTORISTA),"06 Ã€S 06h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
169,GCM,ASDM,G.T.O. (PATRULHEIRO),"06 Ã€S 06h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
170,GCM,LLDS,G.T.O. (PATRULHEIRO),"06 Ã€S 06h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
171,GCM,ANPDO,G.T.O. (CHEFE),"08 Ã€S 08h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
172,GCM,HJDS,G.T.O. (CHEFE),"08 Ã€S 08h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
173,GCM,HLDSC,G.T.O. (MOTORISTA),"08 Ã€S 08h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
174,GCM,TSDS,G.T.O. (MOTORISTA),"08 Ã€S 08h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
175,GCM,AJDF,G.T.O. (PATRULHEIRO),"08 Ã€S 08h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
176,GCM,CVD,G.T.O. (CHEFE),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
177,GCM,AMDS,G.T.O. (CHEFE),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
178,GCM,EGP,G.T.O. (MOTORISTA),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
179,GCM,ALDLS,G.T.O. (MOTORISTA),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
180,GCM,WPDN,G.T.O. (PATRULHEIRO),"08 Ã€S 08h (DIAS: 01,05,09,13,17,21,25,29)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
181,GCM,JVDAS,G.T.O. (CHEFE),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
182,GCM,JRL,G.T.O. (CHEFE),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
183,GCM,AMVDO,G.T.O. (MOTORISTA),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
184,GCM,RRBM,G.T.O. (MOTORISTA),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
185,GCM,LGDS,G.T.O. (PATRULHEIRO),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
186,GCM,PBDS,G.T.O. (PATRULHEIRO),"06 Ã€S 06h (DIAS: 04,08,12,16,20,24,28)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
187,GCM,JCDAVDS,G.T.O. (CHEFE),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
188,GCM,JMBDL,G.T.O. (CHEFE),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
189,GCM,ERDS,G.T.O. (MOTORISTA),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
190,GCM,MWVDS,G.T.O. (MOTORISTA),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
191,GCM,RAHADS,G.T.O. (PATRULHEIRO),"06 Ã€S 06h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
192,GCM,RWTDS,G.T.O. (CHEFE),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
193,GCM,EDSTJ,G.T.O. (CHEFE),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
194,GCM,DFDS,G.T.O. (MOTORISTA),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
195,GCM,RFDS,G.T.O. (MOTORISTA),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
196,GCM,RDSF,G.T.O. (PATRULHEIRO),"08 Ã€S 08h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
197,GCM,ADSB,G.T.O. (CHEFE),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
198,GCM,JRH,G.T.O. (CHEFE),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
199,GCM,ENR,G.T.O. (MOTORISTA),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
200,GCM,MIF,G.T.O. (MOTORISTA),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
201,GCM,EPG,G.T.O. (PATRULHEIRO),"08 Ã€S 08h (DIAS: 03,07,11,15,19,23,27,31)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
202,GCM,RADO,G.T.O. (CHEFE),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
203,GCM,MBDO,G.T.O. (CHEFE),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
204,GCM,JNDHF,G.T.O. (MOTORISTA),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
205,GCM,LECDSC,G.T.O. (MOTORISTA),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
206,GCM,CCB,G.T.O. (PATRULHEIRO),"06 Ã€S 06h (DIAS: 02,06,10,14,18,22,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
207,GCM,EHDAL,COMANDO / ALMOXARIFADO,"07 Ã€S 19h (DIAS: 02,03,04,08,09,10,12,15,16,18,22,23,24,26,30)",PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
208,GCM,PCCR,COMANDO / ARMARIA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
209,GCM,ACDB,COMANDO / ARMARIA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
210,GCM,MACC,COMANDO / ARMARIA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
211,GCM,MISBV,COMANDO / ARMARIA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
212,INSP,JADOC,COMANDO CHEFE DE PERMANÃŠNCIA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
213,SI,WSM,AUXILIAR DO CHEFE DE PERMANÃŠNCIA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
214,INSP,JSDO,COMANDO CHEFE DE PERMANÃŠNCIA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
215,SI,JCBDA,AUXILIAR DO CHEFE DE PERMANÃŠNCIA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
216,INSP,PSDP,COMANDO CHEFE DE PERMANÃŠNCIA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
217,SI,JRB,AUXILIAR DO CHEFE DE PERMANÃŠNCIA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
218,INSP,EDNB,COMANDO CHEFE DE PERMANÃŠNCIA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
219,SI,VJNDS,AUXILIAR DO CHEFE DE PERMANÃŠNCIA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
220,INSP,JAIDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
221,SI,SJ,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
222,SI,EACDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
223,SI,JCPDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
224,SI,JHWRDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
225,SI,SMDA,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
226,GCM,FVDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
227,GCM,TANL,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
228,GCM,TSS,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
229,GCM,JAKMDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
230,GCM,LRDCV,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
231,GCM,IML,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
232,GCM,BZFN,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
233,GCM,JBJ,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
234,GCM,IKDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
235,GCM,ADAG,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
236,GCM,FLDSC,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
237,GCM,FCRM,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
238,GCM,ARBL,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
239,GCM,MSX,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
240,GCM,SWSL,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
241,GCM,EADO,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
242,GCM,ESC,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª..,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
243,GCM,JAVDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,
244,GCM,ENV,ADMINISTRATIVO / PERMANÃŠNCIA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
245,GCM,LSDAO,ADMINISTRATIVO / PERMANÃŠNCIA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
246,INSP,ADLM,COMANDO / PERMANÃŠNCIA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
247,GCM,WNV,COMANDO / PERMANÃŠNCIA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
248,GCM,NCBB,COMANDO / PERMANÃŠNCIA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
249,GCM,JPDSC,COMANDO / PERMANÃŠNCIA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
250,INSP,GJDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
251,SI,AMMDS,COMANDO / PERMANÃŠNCIA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
252,SI,AADS,COMANDO / PERMANÃŠNCIA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
253,SI,NLDF,COMANDO / PERMANÃŠNCIA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
254,GCM,MSD,COMANDO / PERMANÃŠNCIA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
255,GCM,SPDSC,COMANDO / PERMANÃŠNCIA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
256,INSP,IJDS,COMANDO / PERMANÃŠNCIA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
257,GCM,WCCS,COMANDO / PERMANÃŠNCIA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
258,GCM,MCSG,COMANDO / PERMANÃŠNCIA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
259,GCM,ACBM,COMANDO / AGUARDANDO LICENÃ‡A MATERNIDADE,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
260,INSP,IRDS,COMANDO / AGUARDANDO DIÃRIO OFICIAL,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
261,GCM,RLSC,COMANDO / AGUARDANDO DIÃRIO OFICIAL,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
262,GCM,TJSD,COMANDO / AGUARDANDO DIÃRIO OFICIAL,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,08 Horas
263,VG,EJMG,COMANDO / AGUARDANDO LAUDO,07 Ã€S 13h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,
264,INSP,DJDN,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
265,SI,WGDS,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
266,SI,EHR,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
267,SI,JCFJ,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
268,SI,AJDMS,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
269,GCM,TVDAS,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
270,GCM,JRDS,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
271,GCM,LSDL,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
272,GCM,GEMDC,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
273,GCM,TDSL,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
274,GCM,GCDC,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
275,GCM,MXM,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
276,GCM,GDSM,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
277,GCM,AGDSC,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
278,GCM,LDSX,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
279,GCM,CJDS,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
280,GCM,LCADS,COMANDO / AGUARDANDO LAUDO,07 Ã€S 16h 2Âª/6Âª,PATRIMÃ”NIO,INDISPONÃVEL,08 Horas
