ID,INEP_ESCOLA,CÓDIGO_ESCOLA,NOME_ESCOLA,LATITUDE,LONGITUDE,CEP,ENDEREÇO,ENDEREÇO_NÚMERO,ENDEREÇO_COMPLEMENTO,BAIRRO_CÓDIGO,BAIRRO,TELEFONE,FAX,EMAIL
143,26136299,253,ESCOLA MUNICIPAL PROFESSOR NILO PEREIRA - ANEXO I,-8027192,-34925699,52060430,SAMUEL DE FARIAS,127,,450,SANTANA,33268102.0,,
144,26132267,255,ESCOLA MUNICIPAL DEPUTADO FERNANDO SAMPAIO,-8010783,-3492519,52090240,RITA ANTONIO FELIX,105,,566,NOVA DESCOBERTA,32324111.0,,
145,26122898,256,ESCOLA MUNICIPAL DO COQUE,-8071536,-3490015,50090590,MIRANDOPOLIS,35,COQUE,43,ILHA JOANA BEZERRA,32322280.0,34480425.0,ESCOLADOCOQUE@HOTMAIL.COM
146,26123622,257,ESCOLA MUNICIPAL LOJISTAS DO RECIFE,-8076597,-34965533,50791540,BR 232KM 07,2501,,752,CURADO,32322513.0,34554748.0,
147,26128926,258,ESCOLA MUNICIPAL ANITA PAES BARRETO,-8014851,-34887334,52221111,GERONCIO FALCAO,198,ALTO MIRAM,345,FUNDAO,32327814.0,,ANITAPAESBARRETO@HOTMAIL.COM
148,26145219,261,ESCOLA MUNICIPAL DEPUTADO FERNANDO SAMPAIO - ANX I - ANTONIO FELIX,-8010783,-3492519,52090183,COLINA DOS ANDES,30,,566,NOVA DESCOBERTA,32324104.0,,
149,26136347,263,ESCOLA MUNICIPAL PROFESSORA ALMERINDA UMBELINO DE BARROS - ANX I CDM,-8013805,-34920338,52081705,BENGALAS,70,,558,VASCO DA GAMA,33043162.0,,
150,26126583,265,ESCOLA MUNICIPAL SANTA MARIA GORETTI,-8011305,-3491834,52280640,SANTA MARIA GORETTI,300,,558,VASCO DA GAMA,32324566.0,,
151,26123100,269,ESCOLA MUNICIPAL SANTA EDWIGES,-8069962,-34907246,50750590,JURITI,41,,779,AFOGADOS,32322216.0,34480414.0,
152,26122197,273,ESCOLA MUNICIPAL DA IPUTINGA - ANX I ASS CRISTA FEMININA,-8042754,-34909449,50710210,FLORIANO FRANCISCO DE OLIVEIRA,96,,655,TORRE,32273036.0,,
153,26138832,277,ESCOLA MUNICIPAL DOM JOSE LAMARTINE - ANX I - CENT VIV CRISTA,-8009326,-34919464,52081070,ALTO DO EUCALIPTO,S/N,,574,BREJO DE BEBERIBE,32324105.0,,
154,26121913,282,ESCOLA MUNICIPAL LUTADORES DO BEM,-8044047,-34877224,50110400,CORONEL VIRGILIO DE MEDEIROS,65,,108,SANTO AMARO,32325907.0,,
155,26122464,285,ESCOLA MUNICIPAL SERVICO SOCIAL DE BELEM,-8032487,-34894242,52041260,RODOLFO DE HOLANDA,248,,175,ENCRUZILHADA,32327706.0,,ESCOLASSB@HOTMAIL.COM
156,26126966,288,ESCOLA MUNICIPAL PEDRINHO,-8006893,-34923812,52090080,BARAO DE BOTOVI,S/N,,566,NOVA DESCOBERTA,32324113.0,32324224.0,
157,26121972,289,ESCOLA MUNICIPAL CIDADAO HERBERT DE SOUZA,-8045694,-34887051,50100130,ARNOBIO MARQUES,310,,108,SANTO AMARO,32325926.0,,ESCOLAHERBERT@HOTMAIL.COM
158,26123649,290,ESCOLA MUNICIPAL PAROQUIAL PROFESSORA PRIMITIVA DE BARROS SILVA,-8083535,-34938097,50781590,ATOR ELPIDIO CAMARA,122,,868,JARDIM SAO PAULO,32322519.0,32516358.0,ESCOLAPRIMITIVA@YAHOO.COM.BR
159,26123088,291,ESCOLA MUNICIPAL EDITE BRAGA,-8079112,-34905007,50770080,NICOLAU PEREIRA,85,,779,AFOGADOS,32322205.0,,EDITEBRAGA_PCR@YAHOO.COM.BR
160,26127644,292,ESCOLA MUNICIPAL DOUTOR EBENEZER GUEIROS,-8036877,-34932787,50731470,LAVRAS DO SUL,68,,698,IPUTINGA,32324730.0,34534508.0,
161,26127784,297,ESCOLA MUNICIPAL JOAO PESSOA GUERRA,-8056135,-3495831,50741490,ISAAC BURIL,107,,752,CURADO,32324706.0,34532878.0,
162,26148161,298,ESCOLA MUNICIPAL EDUCADOR PAULO FREIRE,-8110299,-34923756,51350450,GENERAL BENTO DA GAMA,301,,213,IPSEP,32323300.0,32323301.0,EMEPF@RECIFE.PE.GOV.BR
163,26158280,304,ESCOLA MUNICIPAL JARDIM UCHOA,-8100824,-34938114,50780270,JUPIATA,211,JARD UCHOA,850,AREIAS,32322512.0,34457013.0,E.JARDIMUCHOA@HOTMAIL.COM
164,26122308,306,ESCOLA MUNICIPAL SEVERINA LIRA,-8031337,-34903334,52051090,JUNDIA,122,,191,TAMARINEIRA,32324336.0,34417358.0,EMSEVERINALIRA@GMAIL.COM
165,26155869,309,ESCOLA MUNICIPAL ENGENHEIRO HENOCH COUTINHO DE MELO,-8084552,-3488509,51010680,DAS OFICINAS,12,,248,PINA,32323045.0,33271194.0,HENOCHCOUTINHO@YAHOO.COM.BR
166,26166658,310,ESCOLA MUNICIPAL DE CASA AMARELA,-8009153,-34932344,52191040,DA AREA,287,,582,MACAXEIRA,32324116.0,32324117.0,
167,26137208,311,ESCOLA MUNICIPAL ALTO DO REFUGIO - IVAN NEVES - ANEXO I,-7996649,-34928056,52191100,ALTO DO REFUGIO,255,BEBERIBE,418,GUABIRABA,32324265.0,34419430.0,
168,26147300,312,ESCOLA MUNICIPAL NOSSA SENHORA DO PILAR,-8057923,-34869953,50030150,ALFREDO LISBOA,65,,19,RECIFE,32322801.0,34248133.0,EMNSP@HOTMAIL.COM
169,26126400,313,ESCOLA MUNICIPAL HISTORIADOR FLAVIO GUERRA - ANEXO I,-7985365,-34929917,52390040,ALTO DA TELHA,S/N,,400,PASSARINHO,32324108.0,,PASTORAJUCIARA@BOL.COM.BR
170,26145251,314,ESCOLA MUNICIPAL PROFESSOR JOSE LOURENCO DE LIMA ANX I BALAO MAGICO,-8122167,-34941006,51240110,CASSIANO LEITE,651,BELA VISTA,230,IBURA,32323311.0,,
171,26126419,318,ESCOLA MUNICIPAL PRESBITERO JOSE BEZERRA,-8014967,-34931148,52090260,NORTE,7636,,582,MACAXEIRA,32324337.0,32324480.0,ESCOLAMPRESBITERO@YAHOO.COM.BR
172,26166593,321,ESCOLA MUNICIPAL ALTO DO PASCOAL,-8014828,-34902297,52111430,LADEIRA DE PEDRA,958,A PASCOAL,337,AGUA FRIA,32327804.0,,EMALTODOPASCOAL@HOTMAIL.COM
173,26153475,331,ESCOLA MUNICIPAL VILA SANTA LUZIA,-8049626,-34921006,50711080,ELIZEU CAVALCANTI,52,,680,CORDEIRO,32327521.0,,VILASANTALUZIA@HOTMAIL.COM
174,26153599,332,ESCOLA MUNICIPAL PROFESSOR RICARDO GAMA,-8007224,-34904367,52131210,GUAIRA,160,,388,LINHA DO TIRO,32327830.0,34496122.0,
175,26153556,333,ESCOLA MUNICIPAL MARLUCE SANTIAGO DA SILVA,-7980495,-34917737,52170010,CONCRIZ,5,,400,PASSARINHO,32327822.0,34495188.0,MSANTIAGOSILVA@IG.COM.BR
176,26153424,334,ESCOLA MUNICIPAL DARCY RIBEIRO,-8045548,-34920649,50711440,ODETE MONTEIRO,450,,680,CORDEIRO,32327506.0,34467188.0,
177,26153386,335,ESCOLA MUNICIPAL PROFESSOR ANTONIO DE BRITO ALVES,-8073735,-34917977,50760002,ERNESTO CAVALCANTI,41,,779,AFOGADOS,32322206.0,34289764.0,
178,26153297,336,ESCOLA MUNICIPAL PROFESSOR ENALDO MANOEL DE SOUZA,-8134987,-34940274,51260170,JURACI CAMARGO,S/N,,221,JORDAO,32323591.0,,
179,26154137,339,ESCOLA MUNICIPAL PROFESSOR POTIGUAR MATOS,-8072734,-34925595,50761350,VINTE E UM DE ABRIL,2191,,779,AFOGADOS,32327516.0,32279125.0,
180,26155850,340,ESCOLA MUNICIPAL DINA DE OLIVEIRA,-8030356,-34934859,50731370,SAO MATEUS,S/N,,698,IPUTINGA,32324733.0,32735202.0,
181,26154820,341,ESCOLA MUNICIPAL PROFESSOR SOLANO MAGALHAES,-808761,-34893423,51110200,JEMIL ASFORA,S/N,,248,PINA,32323009.0,34678987.0,
182,26158752,342,ESCOLA MUNICIPAL CORREGO DO EUCLIDES,-801492,-34914717,52080000,CORREGO DO EUCLIDES,1231,,558,VASCO DA GAMA,32324125.0,,
183,26155818,346,ESCOLA MUNICIPAL PROFESSORA JANDIRA BOTELHO PEREIRA DA COSTA,-8024,-34877819,52040320,FARIAS NEVES,SN,,280,CAMPO GRANDE,32327700.0,32441957.0,JANDIRA.PE@IG.COM.BR
184,26157845,347,ESCOLA MUNICIPAL PROFESSOR JOAO BATISTA LIPPO NETO,-8035415,-34990125,50960460,BARAO DE CERRO LARGO,S/N,,736,VARZEA,32324801.0,34587545.0,LIPPONETO@YAHOO.COM.BR
185,26157888,348,ESCOLA MUNICIPAL PASTOR JOSE MUNGUBA SOBRINHO,-8139483,-34928667,51250100,SILVA JARDIM,145,JORD BAIXO,221,JORDAO,32323502.0,34619785.0,
186,26164701,354,ESCOLA MUNICIPAL PARQUE DOS MILAGRES,-8117282,-34954293,51340080,CANTOR LEANDRO,S/N,,884,COHAB,32323322.0,,
187,26167808,360,ESCOLA MUNICIPAL SERRA DA PRATA,-8129996,-34954083,51330530,PESSEGUEIROS,20,,884,COHAB,32323120.0,34753980.0,
188,26158302,365,ESCOLA MUNICIPAL PROFESSOR JOAO FRANCISCO DE SOUZA,-8035757,-34973545,50970250,EXPEDICIONARIO JORGE DA COSTA LIMA,39,UR07,736,VARZEA,32324803.0,,
189,26158310,371,ESCOLA MUNICIPAL ISAAC PEREIRA DA SILVA,-8093359,-34934817,50870650,OITICICA LINS,S/N,,850,AREIAS,32322502.0,32516194.0,
190,26164361,372,ESCOLA MUNICIPAL JOSE MUCIO MONTEIRO,-8124776,-3495336,51320540,JOAO RIO BRANCO DE LIMA,125,UR12 IBURA,884,COHAB,32323111.0,34770203.0,
191,26158299,373,ESCOLA MUNICIPAL PROFESSOR JULIO DE OLIVEIRA,-8099415,-34908357,51150230,DEZESSEIS,S/N,,264,IMBIRIBEIRA,32323312.0,33381300.0,
192,26158329,374,ESCOLA MUNICIPAL DEPUTADO EDSON CANTARELLI,-8129888,-34938652,51240320,RUBINEIA,49,,230,IBURA,32323590.0,33427168.0,
193,26158370,375,ESCOLA MUNICIPAL PROFESSOR ORLANDO PARAHYM,-8127569,-34947289,51300160,SOLDADO VIRGILIO LUCIO,104,UR4,884,COHAB,32323115.0,34771697.0,
194,26166666,376,ESCOLA MUNICIPAL PROFESSOR JOSE SOARES DA SILVA,-8006819,-349233,52090080,BARAO DE BOTOVI,5785,,566,NOVA DESCOBERTA,32324144.0,32324479.0,
195,26175878,377,CRECHE MUNICIPAL CELESTE VIDAL,-7996782,-34955838,52291655,JARDIM ELDORADO,275,A,418,GUABIRABA,32324281.0,,
196,26175371,378,ESCOLA MUNICIPAL ANEXA CASA AMARELA,-8000927,-34925854,52191050,SANHARO,10,,566,NOVA DESCOBERTA,32324488.0,,
197,26175355,379,ESCOLA MUNICIPAL PROFESSORA HELIA MARIA PEREIRA,-8036862,-3488035,52031212,ALICE GOMES,37,,280,CAMPO GRANDE,32327770.0,,EMHELIAPEREIRA@GMAIL.COM
198,26175398,380,ESCOLA MUNICIPAL MERCIA DE ALBUQUERQUE FERREIRA,-8065644,-34906279,50750230,TABAIARES,182,,760,ILHA DO RETIRO,32327320.0,,
199,26175363,382,ESCOLA MUNICIPAL CECILIA MEIRELLES,-8015282,-34929236,52090300,MADRE LINCH,189,,582,MACAXEIRA,32324189.0,,CAL.SIMONE@BOL.COM.BR
200,26166593,383,ESCOLA MUNICIPAL ALTO DO PASCOAL - ANEXO II,-8014877,-3490227,52111430,LADEIRA DE PEDRA,955,,337,AGUA FRIA,32327899.0,,
201,26175347,384,ESCOLA MUNICIPAL FREI TADEU GLASER,-8043454,-34885394,50110110,GOVERNARDOR AGAMENON MAGALHAES,600,,108,SANTO AMARO,32321626.0,,
202,26128950,385,ESCOLA MUNICIPAL IRMA TEREZINHA BATISTA - ANEXO I,-8015194,-34882088,52121030,DOS CRAVEIROS,273,,310,CAMPINA DO BARRETO,32327857.0,,
203,26177820,387,CRECHE MUNICIPAL VILA DOS MILAGRES,-8115031,-34945411,51345600,SAO MIGUEL,14,,230,IBURA,32323175.0,,
204,26118955,389,ESCOLA MUNICIPAL JULIO VICENTE ALVES - ANEXO I - CERVAC,-8019623,-34914804,50280240,DO MORRO DA CONCEICAO,211,,531,MORRO DA CONCEICAO,32688527.0,,CCERVAC@HOTMAIL.COM
205,26177978,395,ESCOLA MUNICIPAL NOVA MORADA - ANEXO I,-8025698,-34952448,50980685,ELIANE FRAGOSO DO NASCIMENTO,87,CASA A,736,VARZEA,32324729.0,,EM_NOVAMORADA@YAHOO.COM.BR
206,26212412,399,CRECHE MUNICIPAL PROFESSOR PAULO ROSAS,-8056328,-34956173,50740540,PROFESSOR LUIZ FREIRE,SN,,728,CIDADE UNIVERSITARIA,32324785.0,,
207,26212200,400,ESCOLA MUNICIPAL COMPOSITOR CAPIBA,-8037507,-34883781,52030250,PROFESSOR OTHON PARAISO,375,,272,TORREAO,32327781.0,,EMCCAPIBA@GMAIL.COM
208,26212404,401,ESCOLA MUNICIPAL CACIQUE CHICAO XUCURU,-8024867,-34908211,52110210,NORTE,4766,,515,MANGABEIRA,32324177.0,32324567.0,
209,26212609,403,CRECHE MUNICIPAL ESTRELA DA MANHA,-810266,-34922168,51180340,DANCING DAYS,135,,264,IMBIRIBEIRA,32323323.0,,
210,26170710,404,ESCOLA MUNICIPAL SITIO DO BERARDO - ANEXO I,-8055837,-34914144,50720380,QUATRO DE OUTUBRO,SN,,663,PRADO,34456871.0,,
211,26125854,406,ESCOLA MUNICIPAL ALTO JARDIM PROGRESSO - ANEXO I,-8004572,-34926033,52140100,SOBRAL PINTO,249,,566,NOVA DESCOBERTA,32324378.0,,
212,26132267,407,ESCOLA MUNICIPAL DEPUTADO FERNANDO SAMPAIO - ANX II,-80108671,-349255885,52090240,RITA ANTONIO FELIX,110,,566,NOVA DESCOBERTA,,,
213,26177978,409,ESCOLA MUNICIPAL NOVA MORADA - ANEXO II,-80577124,-349446349,50730000,MANOEL ALVES DEUS DARA,461,,710,ENGENHO DO MEIO,,,EM_NOVAMORADA@YAHOO.COM.BR
214,26123380,411,ESCOLA MUNICIPAL ALTO DA BELA VISTA - ANEXO I,-80845677,-349694791,50791180,ALTO DA BELA VISTA,369,,922,COQUEIRAL,,,
215,26122022,415,ESCOLA MUNICIPAL ANA ROSA FALCAO DE CARVALHO,-8056287,-3488037,50050550,JOAO LIRA,SN,,108,SANTO AMARO,34238537.0,,
216,26125811,416,ESCOLA MUNICIPAL VIRGEM PODEROSA ANX PROF GILDO SOARES,-80520266,-349022812,52011210,GUILHERME PINTO,146,,167,GRACAS,32234617.0,34217805.0,CEIGSS@YAHOO.COM.BR
217,26124165,418,ESCOLA MUNICIPAL BERNARD VAN LEER,-8085207,-34883181,51010370,FRANCISCO VALPASSOS,SN,,256,BRASILIA TEIMOSA,,,
218,26419734,420,ESCOLA MUNICIPAL CHICO SCIENCE,-8013122,-34920699,52280500,FREDERICO OZANAN,117,,558,VASCO DA GAMA,32324147.0,,
219,26413779,422,CRECHE MUNICIPAL LUA LUAR,-8038393,-34930852,50731430,MAURICIO DE NASSAU,42,,698,IPUTINGA,32324788.0,,
220,26212404,423,ESCOLA MUNICIPAL CACIQUE CHICAO XUCURU - ANEXO APAE,-8027818,-34924422,52070230,DO ARRAIAL,4744,,434,CASA AMARELA,32324400.0,34429666.0,
221,26419726,424,ESCOLA MUNICIPAL MILTON ALMEIDA DOS SANTOS,-8109137,-34909747,51150370,ITAUBA,227,,264,IMBIRIBEIRA,,,
222,26443716,425,CRECHE DOUTOR ALBERICO DORNELAS CAMARA,-8054386,-34872141,50030903,CAIS DO APOLO,925,1 ANDAR,19,RECIFE,32328503.0,32322225.0,
223,26419742,426,CRECHE MUNICIPAL COELHINHO PENSANTE,-8042676,-3487831,50110840,DA AMIZADE,41,A,108,SANTO AMARO,32321676.0,,
224,26149931,501,CRECHE MUNICIPAL MAEZINHA DO COQUE,-8071649,-34900019,50080730,GUAPIRAMA,S/N,COQUE,43,ILHA JOANA BEZERRA,32322220.0,,
225,26149818,502,CRECHE MUNICIPAL VOVO ARTUR,-8069079,-34891081,50060670,BEIRA RIO,S/N,,60,COELHOS,32325930.0,,
226,26149753,503,CRECHE MUNICIPAL SAO DOMINGOS SAVIO,-80401371,-348746677,50110520,DOS CASADOS,164,,108,SANTO AMARO,32325929.0,,
227,26158701,504,CRECHE MUNICIPAL PROFESSOR FRANCISCO DO AMARAL LOPES,-8045083,-3488869,50100010,GOVERNADOR AGAMENON MAGALHAES,S/N,,108,SANTO AMARO,32325928.0,,
228,26153130,505,CRECHE MUNICIPAL RECIFE 2000,-8097506,-3493715,50780231,RIO SOLIMOES,S/N,JDUCHOA,850,AREIAS,32322527.0,32525565.0,
229,26149834,507,CRECHE MUNICIPAL ZACARIAS DO REGO MACIEL,-8010165,-34902515,52130220,ANIBAL BENEVOLO,1536,,337,AGUA FRIA,32327860.0,34446116.0,
230,26149850,508,CRECHE MUNICIPAL WALDEMAR DE SOUZA CABRAL,-8019184,-34902682,52111620,ANTONIO MEIRA,73,,426,BOMBA DO HEMETERIO,32327834.0,,
231,26149761,509,CRECHE MUNICIPAL CAJUEIRO,-8010789,-34881144,52221310,ALICE TIBIRICA,453,,353,CAJUEIRO,32327864.0,,
232,26149826,510,CRECHE MUNICIPAL UNIDOS VENCEREMOS,-8018432,-34910316,52080140,CORREGO JOSE GRANDE,126,,523,ALTO JOSE DO PINHO,32324166.0,34417232.0,
233,26149737,514,CRECHE MUNICIPAL MARDONIO COELHO,-8014584,-34923093,52081170,SENADOR MILTON CAMPOS,S/N,,558,VASCO DA GAMA,32324162.0,34417238.0,
234,26149800,515,CRECHE MUNICIPAL CREUSA DE FREITAS CAVALCANTI-,-8028052,-34918907,52070010,CONSELHEIRO NABUCO,S/N,,434,CASA AMARELA,32324158.0,34418114.0,
235,26149869,516,CRECHE MUNICIPAL AME AS CRIANCAS,-8019067,-34908376,52080100,ARLINDO CISNEIROS,53,,426,BOMBA DO HEMETERIO,32324150.0,32678390.0,
236,26149842,517,CRECHE MUNICIPAL FLOR DO BAIRRO DA GUABIRABA,-799309,-34936148,52291140,CASSITERITA,S/N,,612,BREJO DA GUABIRABA,32324161.0,,
237,26149788,518,CRECHE MUNICIPAL CRIANCA FELIZ,-8012044,-34912428,52131470,VISCONDE DE SA BANDEIRA,S/N,,540,ALTO JOSE BONIFACIO,32324159.0,34419254.0,
238,26149770,519,CRECHE MUNICIPAL FLOR DA COMUNIDADE,-8018752,-3491652,52280250,CARAVELAS,32,,531,MORRO DA CONCEICAO,32324160.0,32690232.0,
239,26149796,520,CRECHE MUNICIPAL NOSSA SENHORA DAS DORES,-8017225,-34937031,52071390,CAETES,427,,582,MACAXEIRA,32324164.0,34418570.0,
240,26149214,521,CRECHE MUNICIPAL CEAPE-,-8054095,-3494082,50730180,ANTONIO CURADO,415,,710,ENGENHO DO MEIO,32324719.0,,
241,26149923,522,CRECHE MUNICIPAL SAO JOAO,-8019713,-34930364,52071430,CANAL,50,,582,MACAXEIRA,32324195.0,,
242,26167859,524,CRECHE MUNICIPAL CHICO MENDES-,-81015,-34932047,50875025,SINDICATO DOS VIGILANTES,633,,850,AREIAS,32322526.0,,
243,26153351,525,CRECHE MUNICIPAL WALDIR SAVLUCHINSKE,-8050624,-34939465,50670260,BOM PASTOR,S/N,,710,ENGENHO DO MEIO,32324723.0,32725312.0,
244,26153408,526,CRECHE MUNICIPAL E LUTANDO QUE SE CONQUISTA,-8031152,-34895058,50711480,RUA SALVADOR ALLENDER,36,,680,CORDEIRO,32327526.0,32261528.0,
245,26153416,527,CRECHE MUNICIPAL MENINO JESUS DA BOMBA GRANDE,-8041847,-34927973,50731020,NOSSA SENHORA DA SAUDE,479,IPUTINGA,680,CORDEIRO,32327529.0,34461991.0,
246,26153246,528,CRECHE MUNICIPAL SEMENTINHA DO SKYLAB,-8032449,-3492853,50680580,MUCURICI,62,SKYLAB II,698,IPUTINGA,32324722.0,34534329.0,
247,26153319,529,CRECHE MUNICIPAL DEUS E AMOR,-806106,-34936269,50640520,EPAMINONDAS CRISTOVAO OLIVEIRA,395,,701,TORROES,32327522.0,,
248,26157551,530,CRECHE MUNICIPAL NOVO PINA,-8092306,-34887709,51011140,EURICO VITRUVIO,S/N,,248,PINA,32323011.0,34678584.0,
249,26153335,533,CRECHE MUNICIPAL SANTA LUZIA,-8045231,-34916486,50711050,SOUZA BANDEIRA,S/N,ZUMBI,655,TORRE,32327531.0,34453487.0,
250,26153254,535,CRECHE MUNICIPAL FUTURO DO AMANHA,-8073047,-34929665,50761010,APULCRO DE ASSUNCAO,686,,817,SAN MARTIN,32327528.0,,
251,26153300,536,CRECHE MUNICIPAL NOSSA SENHORA AUXILIADORA,-8066634,-34933834,50761110,DOUTOR ANTONIO CORREIA DE OLIVEIRA,669,,701,TORROES,32327530.0,34454634.0,
252,26153394,537,CRECHE MUNICIPAL NOVO HORIZONTE-,-8071301,-34922875,50760500,DOUTOR ARMANDO TAVARES,370,,787,MUSTARDINHA,32327677.0,32265991.0,
253,26153122,542,CRECHE MUNICIPAL BRASILIA TEIMOSA,-8080864,-34878395,51010010,DELFIM,55,,256,BRASILIA TEIMOSA,32323042.0,34659586.0,
254,26153440,543,CRECHE MUNICIPAL SENADOR PAULO GUERRA,-8088686,-34904999,51150080,ENGENHO CANTO ALEGRE,S/N,,264,IMBIRIBEIRA,32322236.0,34289898.0,
255,26153068,544,CRECHE MUNICIPAL SONHO DO POVO,-8119165,-34945461,51290570,CORDILHEIRA,51,UR1 COHAB,230,IBURA,32323131.0,34757574.0,
256,26153270,545,CRECHE MUNICIPAL JESUS DE NAZARE,-8130269,-34942461,51260500,ESTRELA DOESTE,88,,221,JORDAO,32323512.0,,
257,26153467,546,CRECHE MUNICIPAL PADRE LOURENCO,-8108344,-34910406,51150310,CONDE PEREIRA CARNEIRO,172,,264,IMBIRIBEIRA,32323314.0,34716435.0,
258,26157578,547,CRECHE MUNICIPAL JOAO EUGENIO,-8040164,-34940434,50670350,GASPAR PEREZ,3895,,698,IPUTINGA,32324721.0,34535731.0,CM.JOAO.EUGENIO@HOTMAIL.COM
259,26148145,548,CRECHE MUNICIPAL BIDO KRAUSE,-8079536,-34969682,50791480,ONZE DE AGOSTO,460,,914,TOTO,32322596.0,34550303.0,
260,26157462,549,CRECHE MUNICIPAL TIA EMILIA,-8001009,-34916101,52150150,PEDRO BATISTA,S/N,,396,DOIS UNIDOS,32324165.0,,
261,26153262,551,CRECHE MUNICIPAL NOSSO SENHOR JESUS DO BONFIM,-8081207,-34930646,50865180,TEIXEIRA DE MELO,56,,833,ESTANCIA,32322528.0,,
262,26153459,553,CRECHE MUNICIPAL SABER VIVER,-8087222,-34901389,51150198,SANTO ANTONIO,36,ILHA DEUS,264,IMBIRIBEIRA,32322222.0,,
263,26153114,554,CRECHE MUNICIPAL ROSA SELVAGEM,-8029219,-34976833,52510320,DOUTOR LUIS GONZAGA PERAZZO,470,UR7,736,VARZEA,32324804.0,34582788.0,
264,26171678,708,CRECHE MUNICIPAL SONHO DE CRIANCA,-8113007,-34935147,51220080,TEOTONIO DE MELO FILHO,297,,230,IBURA,32323316.0,33397331.0,
265,26177951,917,ESCOLA MUNICIPAL GOVERNADOR MIGUEL ARRAES DE ALENCAR,-8095811,-34923707,50860080,DOUTOR GIL RODRIGUES DOS SANTOS,10,,833,ESTANCIA,32322667.0,32546441.0,
266,26158400,922,ESCOLA MUNICIPAL NOVO MANGUE,-8074959,-34903645,50090700,CENTRAL,511,SAO JOSE,43,ILHA JOANA BEZERRA,32322212.0,,
267,26166640,923,ESCOLA MUNICIPAL DE AGUA FRIA,-8012201,-34880622,52121370,DOS CRAVEIROS,500,,310,CAMPINA DO BARRETO,32327800.0,,ESCOLA_AGUAFRIA@YAHOO.COM.BR
268,26166623,924,ESCOLA MUNICIPAL CAMPINA DO BARRETO,-801021,-34884559,52221280,VIRGILIO DE MELO FRANCO,28,A,353,CAJUEIRO,32327818.0,34435161.0,ESCOLACAMPINA@YAHOO.COM.BR
269,26167883,925,ESCOLA MUNICIPAL DO IBURA,-8136624,-34957067,51310000,EXPEDICIONARIO FRANCISCO VITORIANO,310,IBURA,884,COHAB,32323103.0,,
270,26168227,926,ESCOLA MUNICIPAL IBURA DE BAIXO,-8114843,-34942793,51230050,RIO NOVO DO SUL,498,,230,IBURA,32323304.0,34755258.0,
271,26168111,927,ESCOLA MUNICIPAL DO PANTANAL,-8106241,-34958716,51345820,PADRE DIOGO,240,,876,BARRO,32323105.0,34754017.0,
272,26168138,928,ESCOLA MUNICIPAL POETA JOAO CABRAL DE MELO NETO,-809168,-34885879,51011080,ENCANTA MOCA,377,,248,PINA,32323001.0,34659600.0,
273,26167840,929,ESCOLA MUNICIPAL UR 05,-81337,-34950358,51320130,DESEMBARGADOR THOMAZ CYRILO WANDERLEY,127,,884,COHAB,32323410.0,,
274,26165295,930,ESCOLA MUNICIPAL NOVO HORIZONTE - ANX II,-8010046,-34897637,52211540,ALTO DO GUILHERMINO,387,,337,AGUA FRIA,34353629.0,,
275,26167891,935,ESCOLA MUNICIPAL PROFESSOR JOSUE DE CASTRO,-8069587,-34899066,50080090,MARTIN LUTHER KING,368,,43,ILHA JOANA BEZERRA,32322215.0,34286537.0,
276,26166607,936,ESCOLA MUNICIPAL DE BEBERIBE,-8003411,-34899025,52131542,MELANIO DE BARROS CORREIA,SN,,370,BEBERIBE,32327816.0,,
277,26171732,938,ESCOLA MUNICIPAL JADER FIGUEIREDO DE ANDRADE SILVA,-8049955,-34941947,50730670,MUCIO UCHOA CAVALCANTI,283,,710,ENGENHO DO MEIO,32324702.0,32719030.0,
278,26158418,941,ESCOLA MUNICIPAL MANOEL ROLIM - ANEXO I,-8087783,-34948331,50920120,PAJUSSARA,60,TEJIPIO,868,JARDIM SAO PAULO,32322516.0,32516167.0,
279,26158248,943,ESCOLA MUNICIPAL PARQUE DOS MILAGRES - ANEXO I,-8117282,-34954293,51275130,CANTOR TOM JOBIM,15,,876,BARRO,32323322.0,,
280,26166585,946,ESCOLA MUNICIPAL ALTO DO PASCOAL - ANEXO I,-8014308,-34902184,52211260,SEVERINO CARNEIRO,135,,337,AGUA FRIA,32327899.0,32327804.0,
281,26168073,948,ESCOLA MUNICIPAL DO BARRO,-8088827,-34942441,50900350,GUIRAGIBE,117,,876,BARRO,32322595.0,,EMDOBARRO@HOTMAIL.COM
282,26166631,949,ESCOLA MUNICIPAL ENGENHEIRO EDINALDO MIRANDA DE OLIVEIRA,-8034682,-34892508,52041210,INACIO GALVAO DOS SANTOS,304,,175,ENCRUZILHADA,32327786.0,,EM_EDNALDOMIRANDA@YAHOO.COM.BR
283,26168120,950,ESCOLA MUNICIPAL DO SANCHO,-8087203,-34960311,50920650,JOAO FERREIRA,427,,906,SANCHO,32322505.0,32543581.0,
284,26168022,951,ESCOLA MUNICIPAL DARCY RIBEIRO-ANX I-CDM SITIO DO CARDOSO,-8049633,-34912496,50710470,PADRE LANDIM,392,,647,MADALENA,32327506.0,,
285,26167875,952,ESCOLA MUNICIPAL DO PANTANAL - ANEXO I,-8106241,-34958716,51345710,PRESIDENTE MEDICI,35,,876,BARRO,32323105.0,,
286,26167832,953,ESCOLA MUNICIPAL PROFESSOR SIMOES BARBOSA - ANEXO I - ARCO IRIS,-8114563,-3493709,51230490,JET JACKSON,215,A,230,IBURA,32323313.0,34726354.0,
