ID,ANO,CÓDIGO ENTIDADE,NOME ENTIDADE,CÓDIGO ORGÃO REGIONAL,TP_SITUACAO_FUNCIONAMENTO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA
413,2017,26121654,ESCOLA DE REFERENCIA EM ENSINO MEDIO OLIVEIRA LIMA,1.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
414,2017,26126559,ESCOLA COMANDANTE LUIZ GOMES,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
415,2017,26175398,ESCOLA MUNICIPAL MERCIA DE ALBUQUERQUE FERREIRA,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
416,2017,26149087,COLEGIO FUTURO LTDA,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
417,2017,26170647,ESCOLA MUNICIPAL DIACONO ABEL GUEIROS,1.0,1,2017-02-03T00:00:00,2017-12-21T00:00:00,2,2605,26017,26,2611606,261160605,3
418,2017,26125641,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE VILELA,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
419,2017,26172712,ESCOLA DE REFERENCIA EM ENSINO MEDIO GINASIO PERNAMBUCANO - AURORA,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
420,2017,26178974,EDUCANDARIO EVANGELICO IDEAL,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
421,2017,26121379,COLEGIO 2001,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
422,2017,26124904,ESCOLA VILA DOS MILAGRES,2.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
423,2017,26122260,ESCOLA PROFESSOR MOTTA E ALBUQUERQUE,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
424,2017,26126044,ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOTILDE DE OLIVEIRA,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
425,2017,26121760,CURSO TECNICO DE ENFERMAGEM,1.0,2,,,2,2605,26017,26,2611606,261160605,4
426,2017,26152649,ESCOLA POSITIVA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
427,2017,26436795,COLONIA EDUCACIONAL ETERNO APRENDIZ,2.0,2,,,2,2605,26017,26,2611606,261160605,4
428,2017,26154234,CRECHE NANA NENEM DO BURITY,1.0,3,,,2,2605,26017,26,2611606,261160605,4
429,2017,26173344,ESCOLA CRIATIVA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
430,2017,26162911,GRUPO DE MAES NOSSA SENHORA DO CARMO,2.0,2,,,2,2605,26017,26,2611606,261160605,4
431,2017,26156601,COLEGIO MULTICULTURAL DO RECIFE,2.0,2,,,2,2605,26017,26,2611606,261160605,4
432,2017,26494728,ESCOLA ESPACO CRIANCA,1.0,1,2017-02-01T00:00:00,2017-12-15T00:00:00,2,2605,26017,26,2611606,261160605,4
433,2017,26152932,ACADEMIA SANTA SOPHIA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
434,2017,26168057,GREMIO CULT PAVILHAO RECREATIVO POPULAR DA UR2,2.0,2,,,2,2605,26017,26,2611606,261160605,4
435,2017,26147440,CAPI-CENTRO DE APRENDIZAGEM PED DO IPSEP,2.0,2,,,2,2605,26017,26,2611606,261160605,4
436,2017,26148951,ESCOLA CASTELO DO SABER,1.0,1,2017-02-01T00:00:00,2017-12-30T00:00:00,2,2605,26017,26,2611606,261160605,4
437,2017,26157519,TRILHA DO SOL CENTRO DE EDUC INTREG LTDA,1.0,3,,,2,2605,26017,26,2611606,261160605,4
438,2017,26122456,EDUCANDARIO SANTA CECILIA,1.0,1,2017-02-06T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
439,2017,26218402,EDUCANDARIO INFANCIA FELIZ,1.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
440,2017,26127830,EXTERNATO SANTA TEREZINHA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
441,2017,26168189,CENTRO EDUCACIONAL POPULAR DO ANGELIM,2.0,2,,,2,2605,26017,26,2611606,261160605,4
442,2017,26176580,ESCOLA ARCA DE NOE,2.0,2,,,2,2605,26017,26,2611606,261160605,4
443,2017,26136422,COLEGIO PRIMORDIAL SAO SEBASTIAO,2.0,2,,,2,2605,26017,26,2611606,261160605,4
444,2017,26164310,ASSC DOS MORADORES DO CORREGO JOAO CARVOEIRO,1.0,3,,,2,2605,26017,26,2611606,261160605,4
445,2017,26164000,CLUBE DE MAES LOTEAMENTO ARCA DE NOE,1.0,2,,,2,2605,26017,26,2611606,261160605,4
446,2017,26507714,INSTITUTO ANDRADE LIMA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
447,2017,26123002,ESCOLA JEANNE KARLA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
448,2017,26172771,BLOCO CARNAVALESCO TRES CORACOES DO FUNDAO,1.0,3,,,2,2605,26017,26,2611606,261160605,4
449,2017,26170469,NIP - ESCOLA DE EDUCACAO APLICADA,2.0,1,2017-02-06T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
450,2017,26144140,INSTITUTO LEOPOLDINA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
451,2017,26120119,ESCOLA PROFESSORA LOURDES DINIZ,2.0,2,,,2,2605,26017,26,2611606,261160605,4
452,2017,26121255,ESCOLA MUNICIPAL PROFESSOR JOSE DA COSTA PORTO,2.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
453,2017,26128322,ESCOLA MUNICIPAL NOVO HORIZONTE,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
454,2017,26157454,EDUCANDARIO SHALOM LTDA,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
455,2017,26156105,ALICE MENDONCA,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
456,2017,26120224,ESCOLA SOUZA VERAS,2.0,1,2017-02-01T00:00:00,2017-12-27T00:00:00,2,2605,26017,26,2611606,261160605,4
457,2017,26148161,ESCOLA MUNICIPAL EDUCADOR PAULO FREIRE,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
458,2017,26124815,ESCOLA MUNICIPAL PROFESSOR SIMOES BARBOSA,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
459,2017,26139847,ESCOLA DA FRATERNIDADE,1.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
460,2017,26125811,ESCOLA MUNICIPAL VIRGEM PODEROSA,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
461,2017,26187507,COLEGIO E CURSO DESAFIO - D2,2.0,1,2017-01-30T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
462,2017,26157551,CMEI NOVO PINA-,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
463,2017,26120925,INSTITUTO EDUCACIONAL SAO SEBASTIAO,2.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
464,2017,26464764,ESCOLA SONHO DA MAMAE,2.0,2,,,2,2605,26017,26,2611606,261160605,4
465,2017,26173085,COLEGIO MILENIO,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
466,2017,26496720,ANJOS BABY,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
467,2017,26175940,ESCOLA VISAO ATUAL,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
468,2017,26121816,ESCOLA TECNICA ESTADUAL ALMIRANTE SOARES DUTRA,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
469,2017,26128497,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ALFREDO FREYRE,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
470,2017,26178206,ESCOLA BEM QUERER LTDA,2.0,1,2017-02-01T00:00:00,2017-12-15T00:00:00,2,2605,26017,26,2611606,261160605,4
471,2017,26119978,ESCOLA MODELADA PARA CRIANCA,2.0,1,2017-01-31T00:00:00,2017-12-30T00:00:00,2,2605,26017,26,2611606,261160605,4
472,2017,26123525,ESCOLA MARCELINO CHAMPAGNAT,2.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
473,2017,26119200,ESCOLA MUNICIPAL ZUMBI DOS PALMARES,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
474,2017,26180880,CEAPE - CENTRO DE ESTUDOS E APERFEICOAMENTO PROFISSIONAL DE PERNAMBUCO,1.0,1,2017-02-01T00:00:00,2017-12-15T00:00:00,2,2605,26017,26,2611606,261160605,4
475,2017,26466724,EDUCANDARIO MUNDO FELIZ,2.0,2,,,2,2605,26017,26,2611606,261160605,4
476,2017,26122235,COLEGIO MODELO DO RECIFE,1.0,2,,,2,2605,26017,26,2611606,261160605,4
477,2017,26179296,CENTRO DE REAB E ENSINO ESP DO RECIFE - CRER,2.0,2,,,2,2605,26017,26,2611606,261160605,4
478,2017,26160102,GRUPO DE MAES JORDAO BAIXO,2.0,2,,,2,2605,26017,26,2611606,261160605,4
479,2017,26152657,ESCOLA DESTAQUE,2.0,2,,,2,2605,26017,26,2611606,261160605,4
480,2017,26173158,ESCOLA JOAO FRANCISCO DE TORRES,2.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
481,2017,26160153,CENTRO EDUCACIONAL ANA MARIA FERREIRA,1.0,2,,,2,2605,26017,26,2611606,261160605,4
482,2017,26118262,COLEGIO VISAO,2.0,1,2017-02-01T00:00:00,2017-12-28T00:00:00,2,2605,26017,26,2611606,261160605,4
483,2017,26133652,INSTITUTO JOANA DE OLIVEIRA,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
484,2017,26181231,COLEGIO FAZER CRESCER - ENSINO MEDIO,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
485,2017,26122081,COLEGIO DAS DAMAS DA INSTRUCAO CRISTA,1.0,1,2017-02-01T00:00:00,2017-12-28T00:00:00,2,2605,26017,26,2611606,261160605,4
486,2017,26172739,ESCOLA GERACAO ATUAL,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
487,2017,26153394,CRECHE MUNICIPAL NOVO HORIZONTE-,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
488,2017,26126893,INSTITUTO ANA KASSIA,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
489,2017,26173182,LAR COMUNITARIO ROSA DE SAROM,2.0,2,,,2,2605,26017,26,2611606,261160605,4
490,2017,26142988,EDUCANDARIO WANESSA KARLA,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
491,2017,26181819,CENTRO EDUCACIONAL JOANNA DE ANGELIS,2.0,1,2017-02-01T00:00:00,2017-12-27T00:00:00,2,2605,26017,26,2611606,261160605,4
492,2017,26149753,CRECHE MUNICIPAL SAO DOMINGOS SAVIO,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
493,2017,26143291,CENTRO DE ENS SUPLE VIRGINIO C DE OLIVEIRA,2.0,1,2017-02-01T00:00:00,2017-11-29T00:00:00,2,2605,26017,26,2611606,261160605,4
494,2017,26184613,FACULDADE SAO MIGUEL,1.0,2,,,2,2605,26017,26,2611606,261160605,4
495,2017,26149788,CRECHE MUNICIPAL CRIANCA FELIZ,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
496,2017,26149850,CRECHE MUNICIPAL WALDEMAR DE SOUZA CABRAL,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
497,2017,26171678,CRECHE MUNICIPAL SONHO DE CRIANCA,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
498,2017,26139642,ESCOLA MARIA DE FATIMA,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
499,2017,26139723,ESCOLA MUNICIPAL ALTO SANTA TEREZINHA,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
500,2017,26180685,CRECHE MUNICIPAL ZILDA ARNS,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
501,2017,26167859,CRECHE MUNICIPAL CHICO MENDES-,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
502,2017,26149800,CMEI CREUSA ARCOVERDE DE FREITAS CAVALCANTI -,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
503,2017,26309610,ESCOLA FELIZ SABER,2.0,1,2017-02-01T00:00:00,2017-12-15T00:00:00,2,2605,26017,26,2611606,261160605,4
504,2017,26167913,CLUBE DE MAES FUTURO DO AMANHA DE SAN MARTIN,2.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
505,2017,26186322,CRECHE ESC RECIFE PRESIDENTE TANCREDO NEVES,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
506,2017,26160196,CLUBE DE MAES DE COQUEIRAL,2.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
507,2017,26530716,EDUCANDARIO TIA NAI,2.0,1,2017-01-06T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
508,2017,26125080,ESCOLA LUIS DE CAMOES,2.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
509,2017,26125579,ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
510,2017,26121824,CENTRO DE EDUCACAO DE JOVENS E ADULTOS VALDEMAR DE OLIVEIRA,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
511,2017,26180863,COLEGIO ANGLO LIDER,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
512,2017,26123754,CENTRO EDUC OLAVO BILAC,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
513,2017,26212404,ESCOLA MUNICIPAL ROZEMAR DE MACEDO LIMA,1.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
514,2017,26176700,EDUCANDARIO FILIPE SANTOS,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
515,2017,26154021,CENTRO SOCIAL GUARARAPES,2.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
516,2017,26176548,ESCOLA NOSSA SENHORA DA PIEDADE,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
517,2017,26136300,ESCOLA MUNICIPAL ALTO DO MARACANA,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
518,2017,26181711,ESCOLA GERACAO VITORIA,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
519,2017,26127148,COLEGIO SANCARLUS,2.0,2,,,2,2605,26017,26,2611606,261160605,4
520,2017,26121182,INSTITUTO SANTA TEREZINHA,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
521,2017,26153122,CMEI BRASILIA TEIMOSA,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
522,2017,26157640,INSTITUTO PAULA EMILIA LTDA ME,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
523,2017,26156075,CRECHE BENEFICENTE AMIGUINHOS,2.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
524,2017,26178060,ESCOLA TEMPO DE CRESCER,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
525,2017,26127300,ESCOLA DE REFERENCIA EM ENSINO MEDIO DIARIO DE PERNAMBUCO,2.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
526,2017,26171716,ESCOLA MUNICIPAL ARTISTA PLASTICO CICERO DIAS,2.0,1,2017-02-11T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
527,2017,26121921,ESCOLA DE REFERENCIA EM ENSINO MEDIO SIZENANDO SILVEIRA,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
528,2017,26122545,ESCOLA DOM CARLOS COELHO - RECIFE,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
529,2017,26132643,ESCOLA MUNICIPAL FERNANDO SANTA CRUZ,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
530,2017,26128047,EDUCANDARIO LEDA MELLO,1.0,1,2017-02-01T00:00:00,2017-12-28T00:00:00,2,2605,26017,26,2611606,261160605,4
531,2017,26176637,ESCOLA FLORENCIO DE SANTANA,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
532,2017,26126125,ESCOLA DOM BOSCO - RECIFE,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
533,2017,26143720,ESCOLA PEDRO LEANDRO,1.0,1,2017-02-06T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
534,2017,26288605,ESCOLA MUNDO INFANTIL,2.0,1,2017-02-01T00:00:00,2017-12-28T00:00:00,2,2605,26017,26,2611606,261160605,4
535,2017,26122529,ESCOLA MUNICIPAL MARIO MELO,1.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
536,2017,26128390,ESCOLA MUNICIPAL PAULO VI,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
537,2017,26124700,ESCOLA MUNICIPAL MARGARIDA SERPA COSSART,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
538,2017,26122715,ESCOLINHA SANTA QUITERIA,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
539,2017,26158302,ESCOLA MUNICIPAL PROFESSOR JOAO FRANCISCO DE SOUZA,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
540,2017,26178281,EDUCANDARIO RAIO DE SOL,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
541,2017,26126150,ESCOLA ERUNDINA NEGREIROS DE ARAUJO,1.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,2
542,2017,26126494,ESCOLA MUNICIPAL POETA JOAQUIM CARDOSO,1.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
543,2017,26125099,ESCOLA LUZ E SABER,2.0,1,2017-02-01T00:00:00,2017-12-30T00:00:00,2,2605,26017,26,2611606,261160605,4
544,2017,26136430,CENTRO EDUCACIONAL CASTELO INFANTIL LTDA,2.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
545,2017,26121786,ESCOLA MUNICIPAL REITOR JOAO ALFREDO,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
546,2017,26168200,CENTRO EDUCACIONAL PINGO DE GENTE,2.0,2,,,2,2605,26017,26,2611606,261160605,4
547,2017,26146630,EDUCANDARIO ANALINE,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
548,2017,26173301,ESCOLA NOVO CONTATO,2.0,1,2017-02-02T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
549,2017,26137834,ESCOLA ROSINA ESTEVAM DE SENA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
550,2017,26148986,INSTITUTO MARIA FERNANDES,1.0,1,2017-02-06T00:00:00,2017-12-28T00:00:00,2,2605,26017,26,2611606,261160605,4
551,2017,26173409,EDUCANDARIO ROZENTAL,2.0,1,2017-02-01T00:00:00,2017-12-20T00:00:00,2,2605,26017,26,2611606,261160605,4
552,2017,26175894,ESCOLA COMUNITARIA NOVA GERACAO,1.0,2,,,2,2605,26017,26,2611606,261160605,4
553,2017,26120844,GRUPO DE ASSISTENCIA E TERAPIA INFANTIL,1.0,3,,,2,2605,26017,26,2611606,261160605,4
554,2017,26156040,SOC CRISTA ASSISTENCIAL DA VARZEA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
555,2017,26149303,EDUCANDARIO BEIJA - FLOR,1.0,2,,,2,2605,26017,26,2611606,261160605,4
556,2017,26176394,INSTITUTO EDUCACIONAL MUNDO DINAMICO,2.0,2,,,2,2605,26017,26,2611606,261160605,4
557,2017,26121140,UNIFANTIL UNIVERSIDADE INFANTIL,2.0,2,,,2,2605,26017,26,2611606,261160605,4
558,2017,26176661,BLOCO CARNAVALESCO DOS CORACOES DO SITIO CARDOSO,2.0,2,,,2,2605,26017,26,2611606,261160605,4
559,2017,26157381,CASA DO PROF IVONETE TRINDADE IBEPE,1.0,2,,,2,2605,26017,26,2611606,261160605,4
560,2017,26118491,EDUCANDARIO SOTERO DE SOUZA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
561,2017,26136180,ESCOLA NOSSO LAR,2.0,2,,,2,2605,26017,26,2611606,261160605,4
562,2017,26159724,ESCOLINHA MENINA FLOR,1.0,1,2017-02-01T00:00:00,2017-12-20T00:00:00,2,2605,26017,26,2611606,261160605,4
563,2017,26166992,ASSOC DOS MORADORES DO CORREGO DO CURIO,1.0,3,,,2,2605,26017,26,2611606,261160605,4
564,2017,26119625,ESCOLA PINTOR CANDIDO PORTINARI,2.0,2,,,2,2605,26017,26,2611606,261160605,4
565,2017,26181410,ESCOLA ESPACO CRIANCA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
566,2017,26120879,INSTITUTO SANTA RITA DE CASSIA,2.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
567,2017,26182777,ESCOLA VILA APRENDIZ,2.0,1,2017-02-02T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
568,2017,26122413,COLEGIO JESUS CRUCIFICADO,1.0,1,2017-02-01T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
569,2017,26124785,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM SEBASTIAO LEME,2.0,1,2017-02-02T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,2
570,2017,26230607,ESCOLA TRADICIONAL DO RECIFE,1.0,2,,,2,2605,26017,26,2611606,261160605,4
571,2017,26127512,ESCOLA SENADOR NOVAES FILHO,2.0,1,2017-02-02T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,2
572,2017,26123185,CENTRO SOCIAL DA ACF TORRE,2.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
573,2017,26153130,CRECHE MUNICIPAL RECIFE 2000,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
574,2017,26153416,CRECHE MUNICIPAL MENINO JESUS DA BOMBA GRANDE,2.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
575,2017,26170400,INST ESP SEMEAD DA FE CRECHE MORADA DA FELICIDADE,2.0,1,2017-02-01T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,4
576,2017,26122022,CMEI ANA ROSA FALCAO DE CARVALHO,1.0,1,2017-02-03T00:00:00,2017-12-22T00:00:00,2,2605,26017,26,2611606,261160605,3
577,2017,26119293,ESCOLA PASTOR MUNGUBA SOBRINHO,2.0,1,2017-02-06T00:00:00,2017-12-29T00:00:00,2,2605,26017,26,2611606,261160605,4
578,2017,26159961,CENTRO COMUNITARIO DO JARDIM MONTE VERDE,2.0,2,,,2,2605,26017,26,2611606,261160605,4
579,2017,26127261,ESCOLA BATISTA DO BONGI,2.0,2,,,2,2605,26017,26,2611606,261160605,4
580,2017,26465744,ESCOLA NOSSA SENHORA DAS GRACAS,2.0,2,,,2,2605,26017,26,2611606,261160605,4
581,2017,26152665,COLEGIO SAN MARINO,2.0,2,,,2,2605,26017,26,2611606,261160605,4
582,2017,26166941,COLEGIO UNIVERSO DO SABER,1.0,2,,,2,2605,26017,26,2611606,261160605,4
583,2017,26167069,LIGA ASSIST MENORES CARENTES DE NOVA DESCOBERTA,1.0,3,,,2,2605,26017,26,2611606,261160605,4
584,2017,26170418,ASSOCIACAO DOS MORADORES DA UR1 IBURA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
585,2017,26160072,ASSOCIACAO UNIDA DOS MORADORES AUMUR - 1 E 2,2.0,2,,,2,2605,26017,26,2611606,261160605,4
586,2017,26163080,COOPERATIVA DE PRODUCAO VISUAL E ARTES MANUAIS,2.0,2,,,2,2605,26017,26,2611606,261160605,4
587,2017,26170329,ESCOLA HORIZONTE AZUL,2.0,2,,,2,2605,26017,26,2611606,261160605,4
588,2017,26491745,EDUCANDARIO CRIANCA ESPERANCA,1.0,2,,,2,2605,26017,26,2611606,261160605,4
589,2017,26124238,COLEGIO ATUAL,2.0,2,,,2,2605,26017,26,2611606,261160605,4
590,2017,26176513,EDUCANDARIO DA WANDA,2.0,2,,,2,2605,26017,26,2611606,261160605,4
591,2017,26183625,CENTRO UNIVERSITARIO MAURICIO DE NASSAU - CAMPUS BLOCO B,1.0,2,,,2,2605,26017,26,2611606,261160605,4
